,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-21 09:30:00-05:00,218.25999450683594,220.24000549316406,217.42469787597656,217.89999389648438,7432713,0.0,0
2020-12-21 10:30:00-05:00,217.8300018310547,219.5,217.2801055908203,219.39999389648438,3778239,0.0,0
2020-12-21 11:30:00-05:00,219.38999938964844,220.94000244140625,219.3800048828125,220.75799560546875,3256890,0.0,0
2020-12-21 12:30:00-05:00,220.75999450683594,223.47999572753906,220.72999572753906,223.25,5163502,0.0,0
2020-12-21 13:30:00-05:00,223.2429962158203,224.0,222.89999389648438,223.1199951171875,3796470,0.0,0
2020-12-21 14:30:00-05:00,223.1199951171875,223.47000122070312,222.4499969482422,222.60000610351562,2814578,0.0,0
2020-12-21 15:30:00-05:00,222.5850067138672,222.9199981689453,221.85000610351562,222.57000732421875,3509356,0.0,0
2020-12-22 09:30:00-05:00,222.69000244140625,225.6300048828125,221.85000610351562,224.0561065673828,7076156,0.0,0
2020-12-22 10:30:00-05:00,224.06170654296875,224.75,223.6300048828125,224.3300018310547,2592862,0.0,0
2020-12-22 11:30:00-05:00,224.36000061035156,224.42999267578125,223.1199951171875,224.11000061035156,2273125,0.0,0
2020-12-22 12:30:00-05:00,224.1199951171875,224.52999877929688,224.0850067138672,224.22000122070312,1356543,0.0,0
2020-12-22 13:30:00-05:00,224.24000549316406,224.5800018310547,223.75999450683594,223.8800048828125,1805621,0.0,0
2020-12-22 14:30:00-05:00,223.88189697265625,223.9499969482422,222.97000122070312,223.4199981689453,1909987,0.0,0
2020-12-22 15:30:00-05:00,223.4199981689453,224.0,223.2581024169922,223.97000122070312,2192253,0.0,0
2020-12-23 09:30:00-05:00,223.11000061035156,223.55889892578125,222.0800018310547,223.17999267578125,3809454,0.0,0
2020-12-23 10:30:00-05:00,223.17999267578125,223.27999877929688,222.02999877929688,222.1199951171875,2056966,0.0,0
2020-12-23 11:30:00-05:00,222.1199951171875,222.91000366210938,221.9499969482422,222.8300018310547,1532070,0.0,0
2020-12-23 12:30:00-05:00,222.82000732421875,223.32000732421875,222.49000549316406,223.2899932861328,2148438,0.0,0
2020-12-23 13:30:00-05:00,223.3083038330078,223.36000061035156,222.5800018310547,222.6999969482422,1257806,0.0,0
2020-12-23 14:30:00-05:00,222.7100067138672,222.8800048828125,222.10000610351562,222.1300048828125,1621033,0.0,0
2020-12-23 15:30:00-05:00,222.1300048828125,222.3699951171875,220.8000030517578,220.83999633789062,2790494,0.0,0
2020-12-24 09:30:00-05:00,221.4199981689453,223.61000061035156,221.1999969482422,223.35499572753906,3283687,0.0,0
2020-12-24 10:30:00-05:00,223.36000061035156,223.5399932861328,221.91360473632812,221.9600067138672,2012489,0.0,0
2020-12-24 11:30:00-05:00,221.9600067138672,222.3300018310547,221.26870727539062,222.22500610351562,2042301,0.0,0
2020-12-24 13:00:00-05:00,222.22000122070312,223.5,222.1699981689453,222.5,0,0.0,0
2020-12-28 09:30:00-05:00,224.08999633789062,224.30999755859375,223.02000427246094,223.97999572753906,3463099,0.0,0
2020-12-28 10:30:00-05:00,223.97999572753906,226.02999877929688,223.9499969482422,225.43499755859375,3747864,0.0,0
2020-12-28 11:30:00-05:00,225.42999267578125,225.47999572753906,224.80999755859375,225.1300048828125,1607628,0.0,0
2020-12-28 12:30:00-05:00,225.13670349121094,225.39999389648438,224.88999938964844,225.14999389648438,1401706,0.0,0
2020-12-28 13:30:00-05:00,225.16000366210938,225.7899932861328,225.07000732421875,225.74229431152344,1617846,0.0,0
2020-12-28 14:30:00-05:00,225.73890686035156,225.8800048828125,225.25999450683594,225.41000366210938,1800659,0.0,0
2020-12-28 15:30:00-05:00,225.39999389648438,225.4499969482422,224.86500549316406,224.9600067138672,2035995,0.0,0
2020-12-29 09:30:00-05:00,226.30999755859375,227.17999267578125,224.8699951171875,225.86000061035156,4342297,0.0,0
2020-12-29 10:30:00-05:00,225.8699951171875,226.19000244140625,225.17999267578125,225.99000549316406,2228810,0.0,0
2020-12-29 11:30:00-05:00,226.0,226.11000061035156,224.3800048828125,224.6300048828125,2042162,0.0,0
2020-12-29 12:30:00-05:00,224.58999633789062,224.66000366210938,223.5800018310547,224.39999389648438,2311929,0.0,0
2020-12-29 13:30:00-05:00,224.39999389648438,224.6699981689453,223.97000122070312,223.97000122070312,1135077,0.0,0
2020-12-29 14:30:00-05:00,223.9600067138672,224.66000366210938,223.77000427246094,224.625,1452885,0.0,0
2020-12-29 15:30:00-05:00,224.6199951171875,224.75,223.8300018310547,224.1300048828125,1874289,0.0,0
2020-12-30 09:30:00-05:00,225.22999572753906,225.52000427246094,222.4530029296875,222.95010375976562,4494439,0.0,0
2020-12-30 10:30:00-05:00,222.9600067138672,223.09930419921875,222.3000030517578,222.36000061035156,2184298,0.0,0
2020-12-30 11:30:00-05:00,222.36000061035156,222.74000549316406,222.30999755859375,222.49000549316406,1521455,0.0,0
