,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-11-17 09:30:00-05:00,157.14999389648438,162.66000366210938,155.85000610351562,162.49000549316406,23683332,0.0,0
2022-11-17 10:30:00-05:00,162.48309326171875,162.63999938964844,158.36000061035156,158.8623046875,11396884,0.0,0
2022-11-17 11:30:00-05:00,158.86000061035156,159.4409942626953,157.58999633789062,157.75999450683594,9417818,0.0,0
2022-11-17 12:30:00-05:00,157.77000427246094,159.77999877929688,157.44000244140625,158.38999938964844,6579149,0.0,0
2022-11-17 13:30:00-05:00,158.4250030517578,158.54989624023438,156.27000427246094,156.74270629882812,6551670,0.0,0
2022-11-17 14:30:00-05:00,156.75,157.14999389648438,155.35000610351562,155.4949951171875,6093136,0.0,0
2022-11-17 15:30:00-05:00,155.5,157.16000366210938,155.4300994873047,156.8000030517578,5204987,0.0,0
2022-11-18 09:30:00-05:00,158.625,159.0998992919922,153.7510986328125,155.46009826660156,13915212,0.0,0
2022-11-18 10:30:00-05:00,155.48049926757812,155.6699981689453,153.0399932861328,154.22999572753906,6296372,0.0,0
2022-11-18 11:30:00-05:00,154.25,154.6699981689453,151.39999389648438,152.24000549316406,6353857,0.0,0
2022-11-18 12:30:00-05:00,152.2449951171875,153.07000732421875,151.20010375976562,153.0,5297092,0.0,0
2022-11-18 13:30:00-05:00,152.99000549316406,153.1999969482422,151.72999572753906,152.25990295410156,4766402,0.0,0
2022-11-18 14:30:00-05:00,152.24600219726562,153.88040161132812,152.02000427246094,153.87010192871094,4809617,0.0,0
2022-11-18 15:30:00-05:00,153.88999938964844,154.67999267578125,153.6300048828125,154.07000732421875,4957863,0.0,0
2022-11-21 09:30:00-05:00,151.47000122070312,154.19000244140625,150.8000030517578,152.1699981689453,11419841,0.0,0
2022-11-21 10:30:00-05:00,152.16000366210938,154.77000427246094,151.7100067138672,153.72000122070312,6908533,0.0,0
2022-11-21 11:30:00-05:00,153.72500610351562,154.5699005126953,152.6300048828125,152.64999389648438,5593758,0.0,0
2022-11-21 12:30:00-05:00,152.6300048828125,153.61849975585938,152.00999450683594,153.41000366210938,4308546,0.0,0
2022-11-21 13:30:00-05:00,153.4199981689453,153.67999267578125,152.72999572753906,152.80499267578125,2951809,0.0,0
2022-11-21 14:30:00-05:00,152.82989501953125,153.8800048828125,152.77999877929688,153.4149932861328,3187486,0.0,0
2022-11-21 15:30:00-05:00,153.41000366210938,154.11000061035156,153.0800018310547,153.1699981689453,3617436,0.0,0
2022-11-22 09:30:00-05:00,154.27000427246094,156.3699951171875,151.21600341796875,156.0,12719817,0.0,0
2022-11-22 10:30:00-05:00,156.01809692382812,158.60000610351562,154.9199981689453,158.20989990234375,9077440,0.0,0
2022-11-22 11:30:00-05:00,158.2198944091797,159.25999450683594,157.61000061035156,158.35000610351562,6421682,0.0,0
2022-11-22 12:30:00-05:00,158.35000610351562,158.72000122070312,157.3153076171875,158.60000610351562,4745590,0.0,0
2022-11-22 13:30:00-05:00,158.6199951171875,159.24000549316406,158.4499969482422,158.80999755859375,3189076,0.0,0
2022-11-22 14:30:00-05:00,158.81280517578125,159.5800018310547,158.36000061035156,159.43150329589844,3972735,0.0,0
2022-11-22 15:30:00-05:00,159.42999267578125,160.57569885253906,159.35000610351562,160.38999938964844,4738480,0.0,0
2022-11-23 09:30:00-05:00,160.97999572753906,164.52999877929688,160.4801025390625,164.04249572753906,11552891,0.0,0
2022-11-23 10:30:00-05:00,164.0399932861328,165.11000061035156,162.3699951171875,162.97950744628906,7314062,0.0,0
