Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-12-12 09:30:00-05:00,176.5,176.64999389648438,176.42999267578125,176.63999938964844,2341719,0,0
2022-12-12 09:31:00-05:00,175.0,175.19000244140625,174.64999389648438,174.83990478515625,705592,0,0
2022-12-12 09:32:00-05:00,174.0,174.38999938964844,173.97000122070312,174.11000061035156,542437,0,0
2022-12-12 09:33:00-05:00,174.0,175.74000549316406,174.0,175.05999755859375,757805,0,0
2022-12-12 09:34:00-05:00,179.0500030517578,179.0500030517578,174.1300048828125,174.1999969482422,492048,0,0
2022-12-12 09:35:00-05:00,174.1300048828125,175.0,174.0,174.22000122070312,427766,0,0
2022-12-12 09:36:00-05:00,174.22999572753906,174.61000061035156,173.55999755859375,173.63999938964844,799920,0,0
2022-12-12 09:37:00-05:00,173.6300048828125,174.3000030517578,173.49000549316406,173.6096954345703,516824,0,0
2022-12-12 09:38:00-05:00,173.5800018310547,173.8636932373047,173.05999755859375,173.0850067138672,555549,0,0
2022-12-12 09:39:00-05:00,173.08999633789062,173.53900146484375,173.05999755859375,173.07000732421875,430540,0,0
2022-12-12 09:40:00-05:00,173.07000732421875,173.35000610351562,172.7899932861328,172.8800048828125,772880,0,0
2022-12-12 09:41:00-05:00,172.8800048828125,173.64999389648438,172.8000030517578,173.38999938964844,490908,0,0
2022-12-12 09:42:00-05:00,173.3699951171875,173.39999389648438,172.92999267578125,173.1739959716797,331785,0,0
2022-12-12 09:43:00-05:00,173.14999389648438,173.69000244140625,172.99000549316406,173.69000244140625,409136,0,0
2022-12-12 09:44:00-05:00,173.66000366210938,174.07000732421875,173.41000366210938,173.72000122070312,498008,0,0
2022-12-12 09:45:00-05:00,173.73500061035156,174.20989990234375,173.5399932861328,173.98440551757812,465628,0,0
2022-12-12 09:46:00-05:00,174.00999450683594,174.15989685058594,173.35000610351562,173.67999267578125,444101,0,0
2022-12-12 09:47:00-05:00,173.67999267578125,173.8800048828125,173.1999969482422,173.2100067138672,361622,0,0
2022-12-12 09:48:00-05:00,173.1999969482422,174.0637969970703,173.0399932861328,173.75999450683594,494864,0,0
2022-12-12 09:49:00-05:00,173.76010131835938,174.08999633789062,173.32000732421875,173.3699951171875,479458,0,0
2022-12-12 09:50:00-05:00,173.37950134277344,173.99000549316406,173.0800018310547,173.1649932861328,505918,0,0
2022-12-12 09:51:00-05:00,173.20989990234375,173.52999877929688,172.86000061035156,173.37939453125,520216,0,0
2022-12-12 09:52:00-05:00,173.3699951171875,173.58999633789062,173.1999969482422,173.3800048828125,228448,0,0
2022-12-12 09:53:00-05:00,173.38999938964844,173.38999938964844,172.5,172.58999633789062,667702,0,0
2022-12-12 09:54:00-05:00,172.6199951171875,173.1699981689453,172.55999755859375,172.75999450683594,333519,0,0
2022-12-12 09:55:00-05:00,172.73500061035156,173.16000366210938,172.6999969482422,173.0399932861328,243647,0,0
2022-12-12 09:56:00-05:00,173.07000732421875,173.25,172.72000122070312,173.2100067138672,297817,0,0
2022-12-12 09:57:00-05:00,173.2100067138672,173.25,172.80999755859375,173.14999389648438,258606,0,0
2022-12-12 09:58:00-05:00,173.11000061035156,173.5,172.94000244140625,173.5,328040,0,0
2022-12-12 09:59:00-05:00,173.5,173.74000549316406,173.05999755859375,173.1300048828125,353078,0,0
2022-12-12 10:00:00-05:00,173.16000366210938,173.25,172.52000427246094,172.77000427246094,434184,0,0
2022-12-12 10:01:00-05:00,172.7550048828125,172.97999572753906,172.60000610351562,172.6699981689453,235283,0,0
2022-12-12 10:02:00-05:00,172.69000244140625,172.92999267578125,172.25,172.89999389648438,589328,0,0
2022-12-12 10:03:00-05:00,172.9199981689453,173.19000244140625,172.8000030517578,172.9550018310547,290975,0,0
2022-12-12 10:04:00-05:00,172.9550018310547,173.3800048828125,172.82000732421875,173.2100067138672,243036,0,0
2022-12-12 10:05:00-05:00,173.19000244140625,173.7899932861328,172.80999755859375,172.86000061035156,384788,0,0
2022-12-12 10:06:00-05:00,172.85499572753906,173.0,172.4499969482422,172.6649932861328,312807,0,0
2022-12-12 10:07:00-05:00,172.6649932861328,172.88999938964844,172.30999755859375,172.66000366210938,307303,0,0
2022-12-12 10:08:00-05:00,172.63999938964844,172.66000366210938,172.10000610351562,172.13499450683594,350809,0,0
2022-12-12 10:09:00-05:00,172.1300048828125,172.72850036621094,172.02999877929688,172.36000061035156,353214,0,0
2022-12-12 10:10:00-05:00,172.3300018310547,172.41000366210938,172.00999450683594,172.0399932861328,234282,0,0
2022-12-12 10:11:00-05:00,172.02999877929688,172.05369567871094,171.6300048828125,171.8300018310547,630628,0,0
2022-12-12 10:12:00-05:00,171.79010009765625,172.3699951171875,171.77999877929688,172.1999969482422,329319,0,0
2022-12-12 10:13:00-05:00,172.19000244140625,172.2960968017578,171.72000122070312,171.74000549316406,282383,0,0
2022-12-12 10:14:00-05:00,171.74000549316406,171.74989318847656,171.41000366210938,171.59019470214844,384490,0,0
2022-12-12 10:15:00-05:00,171.5800018310547,171.8000030517578,171.36000061035156,171.53500366210938,288093,0,0
2022-12-12 10:16:00-05:00,171.52999877929688,171.60000610351562,171.3000030517578,171.34320068359375,274663,0,0
2022-12-12 10:17:00-05:00,171.3300018310547,171.39999389648438,171.10000610351562,171.1699981689453,348589,0,0
2022-12-12 10:18:00-05:00,171.16000366210938,171.3477020263672,170.9499969482422,171.31500244140625,509436,0,0
