Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-09-19 00:00:00-04:00,41.400001525878906,41.7400016784668,41.209999084472656,41.65999984741211,7223513,0,0
2022-09-20 00:00:00-04:00,41.439998626708984,42.11000061035156,40.93000030517578,41.68000030517578,7229122,0,0
2022-09-21 00:00:00-04:00,41.790000915527344,42.185001373291016,41.27000045776367,41.27000045776367,7623288,0,0
2022-09-22 00:00:00-04:00,41.38999938964844,41.77000045776367,41.25,41.400001525878906,5868083,0,0
2022-09-23 00:00:00-04:00,41.47999954223633,41.77000045776367,40.845001220703125,41.58000183105469,9139135,0,0
2022-09-26 00:00:00-04:00,41.5,43.519901275634766,40.65999984741211,41.52000045776367,23916964,0,0
2022-09-27 00:00:00-04:00,41.7400016784668,42.18000030517578,41.279998779296875,42.09000015258789,8306887,0,0
2022-09-28 00:00:00-04:00,42.59000015258789,43.529998779296875,42.380001068115234,43.25,13318872,0,0
2022-09-29 00:00:00-04:00,43.0,43.16999816894531,42.38999938964844,42.7400016784668,8716979,0,0
2022-09-30 00:00:00-04:00,42.88999938964844,44.65999984741211,42.744998931884766,43.84000015258789,25890492,0,0
2022-10-03 00:00:00-04:00,43.900001525878906,43.900001525878906,42.22999954223633,42.540000915527344,13143223,0,0
2022-10-04 00:00:00-04:00,42.810001373291016,52.29999923706055,42.54999923706055,52.0,52151860,0,0
2022-10-05 00:00:00-04:00,50.2599983215332,52.0,50.20000076293945,51.29999923706055,74555835,0,0
2022-10-06 00:00:00-04:00,50.97999954223633,51.54999923706055,49.290000915527344,49.38999938964844,68511078,0,0
2022-10-07 00:00:00-04:00,49.02000045776367,49.52000045776367,48.13999938964844,49.18000030517578,32630102,0,0
2022-10-10 00:00:00-04:00,49.65999984741211,50.86000061035156,49.5,50.36000061035156,22272449,0,0
2022-10-11 00:00:00-04:00,50.029998779296875,50.550201416015625,49.80929946899414,50.06999969482422,11626795,0,0
2022-10-12 00:00:00-04:00,50.0099983215332,50.5,49.810001373291016,49.939998626708984,11827822,0,0
2022-10-13 00:00:00-04:00,49.79999923706055,51.06999969482422,49.52000045776367,50.34000015258789,18641291,0,0
2022-10-14 00:00:00-04:00,50.4900016784668,50.8650016784668,50.29999923706055,50.45000076293945,10075908,0,0
2022-10-17 00:00:00-04:00,50.5,50.900001525878906,50.20000076293945,50.7400016784668,14101270,0,0
2022-10-18 00:00:00-04:00,51.099998474121094,52.099998474121094,50.849998474121094,51.779998779296875,18533907,0,0
2022-10-19 00:00:00-04:00,51.79999923706055,52.15999984741211,51.2599983215332,51.83000183105469,10057928,0,0
2022-10-20 00:00:00-04:00,52.20000076293945,52.70000076293945,51.599998474121094,52.439998626708984,25461019,0,0
2022-10-21 00:00:00-04:00,50.0,50.75,49.54999923706055,49.88999938964844,51209029,0,0
2022-10-24 00:00:00-04:00,50.709999084472656,51.86000061035156,50.52000045776367,51.52000045776367,22987553,0,0
2022-10-25 00:00:00-04:00,52.415000915527344,53.18000030517578,52.20000076293945,52.779998779296875,35077848,0,0
2022-10-26 00:00:00-04:00,52.95000076293945,53.5,52.77000045776367,53.349998474121094,28064973,0,0
2022-10-27 00:00:00-04:00,53.90999984741211,54.0,53.70000076293945,53.70000076293945,136345128,0,0
