Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-12-16 09:30:00-05:00,90.90499877929688,91.54000091552734,90.90499877929688,91.39340209960938,6082954,0,0
2022-12-16 09:35:00-05:00,91.38500213623047,91.38999938964844,90.9800033569336,91.13999938964844,423763,0,0
2022-12-16 09:40:00-05:00,91.13999938964844,91.44000244140625,91.08999633789062,91.4000015258789,348521,0,0
2022-12-16 09:45:00-05:00,91.41999816894531,91.61000061035156,91.06999969482422,91.5999984741211,541124,0,0
2022-12-16 09:50:00-05:00,91.5999984741211,91.75,91.51000213623047,91.58999633789062,333737,0,0
2022-12-16 09:55:00-05:00,91.58999633789062,91.5999984741211,91.2300033569336,91.23259735107422,226673,0,0
2022-12-16 10:00:00-05:00,91.2300033569336,91.2300033569336,90.98999786376953,91.06999969482422,245115,0,0
2022-12-16 10:05:00-05:00,91.07499694824219,91.16000366210938,90.79000091552734,90.82579803466797,221064,0,0
2022-12-16 10:10:00-05:00,90.81999969482422,90.94000244140625,90.7699966430664,90.83000183105469,197597,0,0
2022-12-16 10:15:00-05:00,90.81999969482422,90.95999908447266,90.61000061035156,90.64140319824219,305985,0,0
2022-12-16 10:20:00-05:00,90.63999938964844,90.66000366210938,90.41000366210938,90.41000366210938,285730,0,0
2022-12-16 10:25:00-05:00,90.41000366210938,90.59500122070312,90.3499984741211,90.41000366210938,256070,0,0
2022-12-16 10:30:00-05:00,90.41000366210938,90.69999694824219,90.41000366210938,90.68000030517578,197576,0,0
2022-12-16 10:35:00-05:00,90.68000030517578,90.77999877929688,90.56999969482422,90.68000030517578,236231,0,0
2022-12-16 10:40:00-05:00,90.66999816894531,90.95469665527344,90.61000061035156,90.8499984741211,687134,0,0
2022-12-16 10:45:00-05:00,90.83999633789062,90.83999633789062,90.4800033569336,90.56999969482422,196289,0,0
2022-12-16 10:50:00-05:00,90.56999969482422,90.95999908447266,90.52999877929688,90.83999633789062,209214,0,0
2022-12-16 10:55:00-05:00,90.84500122070312,90.91999816894531,90.69000244140625,90.75,251020,0,0
2022-12-16 11:00:00-05:00,90.75,90.81999969482422,90.5,90.52999877929688,240063,0,0
2022-12-16 11:05:00-05:00,90.52999877929688,90.66999816894531,90.48999786376953,90.5199966430664,182099,0,0
2022-12-16 11:10:00-05:00,90.5199966430664,90.66999816894531,90.36000061035156,90.65010070800781,258182,0,0
2022-12-16 11:15:00-05:00,90.6500015258789,90.73999786376953,90.58999633789062,90.68000030517578,189014,0,0
2022-12-16 11:20:00-05:00,90.69999694824219,90.73999786376953,90.37999725341797,90.43000030517578,183466,0,0
2022-12-16 11:25:00-05:00,90.44000244140625,90.52999877929688,90.37460327148438,90.4000015258789,172071,0,0
2022-12-16 11:30:00-05:00,90.41000366210938,90.58999633789062,90.4000015258789,90.48999786376953,202844,0,0
2022-12-16 11:35:00-05:00,90.4800033569336,90.55999755859375,90.44999694824219,90.54000091552734,196082,0,0
2022-12-16 11:40:00-05:00,90.54000091552734,90.55999755859375,90.4000015258789,90.43000030517578,165279,0,0
2022-12-16 11:45:00-05:00,90.43990325927734,90.51499938964844,90.19000244140625,90.2300033569336,220163,0,0
2022-12-16 11:50:00-05:00,90.22000122070312,90.45999908447266,90.20999908447266,90.43000030517578,170581,0,0
2022-12-16 11:55:00-05:00,90.43000030517578,90.48999786376953,90.2300033569336,90.30000305175781,227806,0,0
2022-12-16 12:00:00-05:00,90.29000091552734,90.34500122070312,90.19999694824219,90.33000183105469,161633,0,0
2022-12-16 12:05:00-05:00,90.33000183105469,90.33499908447266,90.19000244140625,90.20999908447266,162408,0,0
2022-12-16 12:10:00-05:00,90.20500183105469,90.29000091552734,90.10009765625,90.19000244140625,256172,0,0
2022-12-16 12:15:00-05:00,90.19000244140625,90.33000183105469,90.1500015258789,90.31999969482422,145480,0,0
2022-12-16 12:20:00-05:00,90.32499694824219,90.4800033569336,90.27999877929688,90.47000122070312,222756,0,0
2022-12-16 12:25:00-05:00,90.47000122070312,90.56999969482422,90.47000122070312,90.51000213623047,157288,0,0
2022-12-16 12:30:00-05:00,90.51000213623047,90.54000091552734,90.41000366210938,90.5199966430664,146863,0,0
2022-12-16 12:35:00-05:00,90.51000213623047,90.78620147705078,90.44999694824219,90.65499877929688,196058,0,0
2022-12-16 12:40:00-05:00,90.66000366210938,90.66000366210938,90.37000274658203,90.37000274658203,146807,0,0
2022-12-16 12:45:00-05:00,90.37999725341797,90.38500213623047,90.2699966430664,90.32499694824219,138294,0,0
2022-12-16 12:50:00-05:00,90.32499694824219,90.33000183105469,90.20999908447266,90.2300033569336,152699,0,0
2022-12-16 12:55:00-05:00,90.23500061035156,90.29000091552734,90.13999938964844,90.20999908447266,117510,0,0
2022-12-16 13:00:00-05:00,90.22000122070312,90.27999877929688,90.16000366210938,90.17500305175781,206626,0,0
2022-12-16 13:05:00-05:00,90.17500305175781,90.37000274658203,90.08499908447266,90.33000183105469,224784,0,0
2022-12-16 13:10:00-05:00,90.31999969482422,90.5,90.31999969482422,90.3499984741211,262205,0,0
2022-12-16 13:15:00-05:00,90.3550033569336,90.47810363769531,90.33999633789062,90.37000274658203,202303,0,0
2022-12-16 13:20:00-05:00,90.37000274658203,90.41999816894531,90.31999969482422,90.38999938964844,489776,0,0
2022-12-16 13:25:00-05:00,90.38999938964844,90.42500305175781,90.33999633789062,90.37999725341797,170114,0,0
2022-12-16 13:30:00-05:00,90.37999725341797,90.56500244140625,90.33999633789062,90.5199966430664,173085,0,0
2022-12-16 13:35:00-05:00,90.5199966430664,90.5999984741211,90.41000366210938,90.41000366210938,150088,0,0
2022-12-16 13:40:00-05:00,90.41000366210938,90.53500366210938,90.37999725341797,90.48999786376953,150186,0,0
2022-12-16 13:45:00-05:00,90.48999786376953,90.68000030517578,90.45999908447266,90.61289978027344,123350,0,0
2022-12-16 13:50:00-05:00,90.61499786376953,90.62999725341797,90.5,90.5199966430664,131662,0,0
2022-12-16 13:55:00-05:00,90.5250015258789,90.56999969482422,90.4000015258789,90.43000030517578,173450,0,0
2022-12-16 14:00:00-05:00,90.43000030517578,90.49500274658203,90.37000274658203,90.42500305175781,138081,0,0
2022-12-16 14:05:00-05:00,90.42070007324219,90.51499938964844,90.37999725341797,90.50360107421875,132930,0,0
2022-12-16 14:10:00-05:00,90.51000213623047,90.70210266113281,90.49500274658203,90.69499969482422,205130,0,0
2022-12-16 14:15:00-05:00,90.69239807128906,90.7249984741211,90.5343017578125,90.56159973144531,161504,0,0
2022-12-16 14:20:00-05:00,90.56500244140625,90.57499694824219,90.40499877929688,90.48500061035156,138104,0,0
2022-12-16 14:25:00-05:00,90.48999786376953,90.51000213623047,90.27999877929688,90.29000091552734,205434,0,0
2022-12-16 14:30:00-05:00,90.29000091552734,90.30000305175781,90.01000213623047,90.05000305175781,191891,0,0
2022-12-16 14:35:00-05:00,90.05010223388672,90.17410278320312,90.05000305175781,90.12999725341797,148693,0,0
2022-12-16 14:40:00-05:00,90.12999725341797,90.19999694824219,90.07099914550781,90.1500015258789,215307,0,0
2022-12-16 14:45:00-05:00,90.1500015258789,90.26000213623047,90.08000183105469,90.23999786376953,131571,0,0
2022-12-16 14:50:00-05:00,90.25,90.30000305175781,90.20999908447266,90.29000091552734,165327,0,0
2022-12-16 14:55:00-05:00,90.29000091552734,90.58070373535156,90.26000213623047,90.41999816894531,229730,0,0
2022-12-16 15:00:00-05:00,90.41000366210938,90.52999877929688,90.33999633789062,90.3949966430664,219975,0,0
2022-12-16 15:05:00-05:00,90.37999725341797,90.43000030517578,90.25,90.30999755859375,180043,0,0
2022-12-16 15:10:00-05:00,90.30000305175781,90.76000213623047,90.27999877929688,90.75,264978,0,0
2022-12-16 15:15:00-05:00,90.75250244140625,90.99500274658203,90.73500061035156,90.75499725341797,242739,0,0
2022-12-16 15:20:00-05:00,90.75499725341797,90.89019775390625,90.72000122070312,90.86499786376953,425070,0,0
2022-12-16 15:25:00-05:00,90.86000061035156,90.95999908447266,90.78500366210938,90.88999938964844,242965,0,0
2022-12-16 15:30:00-05:00,90.88999938964844,91.19000244140625,90.88999938964844,91.05000305175781,324183,0,0
2022-12-16 15:35:00-05:00,91.05000305175781,91.2300033569336,90.91999816894531,91.13999938964844,340818,0,0
2022-12-16 15:40:00-05:00,91.13999938964844,91.25509643554688,91.05999755859375,91.05999755859375,323454,0,0
2022-12-16 15:45:00-05:00,91.05999755859375,91.2300033569336,90.94999694824219,90.9800033569336,318813,0,0
2022-12-16 15:50:00-05:00,90.98500061035156,91.4800033569336,90.95999908447266,91.23999786376953,1068741,0,0
2022-12-16 15:55:00-05:00,91.23999786376953,91.30000305175781,90.83000183105469,90.87000274658203,1948637,0,0
2022-12-16 16:00:00-05:00,90.86000061035156,90.86000061035156,90.86000061035156,90.86000061035156,0,0,0
